tweet,sentiment
کورد و بەلووچ و عەرەب بوون خۆی تێکدەری یێک گرتوویی ولاتە بە بڕوای هەندێ کەس :) ئێمە ئەبێ بلێین ئێمە کۆردزەبانین و خەڵکی ناوچە کۆردنشینەکانی ڕۆژئاوای ئێرانین ئەگینا ئیتیحاد ئەکەوێتە مەترسیەوە,negative
وەڵا جورێ ئێژن پووڵەکەتان کێشتە دەرەو لە بانک ،کەس نەزانێ لای خۆیەو ئێژێ ئەمانە پووڵیان هەس,negative
فێدراسیۆنی نێودەوڵەتیی ڕۆژنامەنووسان ڕاپۆرتێکی لەبارەی ڕەوشی ڕۆژنامەوانان لە جیهاندا بڵاوکردەوە و تێیدا ئاماژەی بەوەکردووە، ئەمساڵ 67 ڕۆژنامەنووس کوژراون. ئەوەش لەکاتێکدایە کە بەگوێرەی ئاماری هەمان فێدراسیۆن، ساڵی ڕابردوو 47 ڕۆژنامەنووس کوژرابوون.,negative
گەنجێکی کورد لە شاری سەردەشتی ڕۆژهەڵاتی کوردستان دوای ئەوەی لەلایەن هێزەکانی ئێرانەوە دەستگیرکرابوو، لەئەنجامی ئەو ئەشکەنجانەی لەماوەی دەستبەسەریدا درابوو، پاش ئەوەی بە شێوەی کاتی ئازادکرا، لە نەخۆشخانە گیانی لەدەستدا.,negative
زۆر سەیرە کە سینگڵی ڕق لە هەموو تەیکنێکە کە تەیکنی هەموو تەیکنێک بە کیوت شت ئەبینی,negative
لە یەمەن هێرش کرایە سەر مزگەوتێک: 5 کوژراو,negative
حەشارگەیەکی تیرۆریستانی #داعش لە باکووری #عێراق خاپوورکرا,negative
ئەم کابرا لە تەواوی مانگرتنەکانا دوکانەکەی بەستراوە هەڵەی کردوە لەمە زیاتر عەزیەت نەوێ باشترە وەلێ خۆزگای شوکولاتی بۆ بلە نەبردای باشترین پێشکەشی بۆ ڕەئیسی خوێنە کاسەی خوێنی بۆ بوەیت,negative
فارسیەکەی دانانێم بەڕاستی پێم ناخۆشە هێندە بە فارسی توییت بکەم بەلووچەکان وەک کورد نین بەداخەوەا ڕەخنەشیان لێ ناگرم ئەو ڕژێمە زەخت و زوڵمێکی زۆری لێکردوون بەڵام ئەوان ئێرانی بوونیان پێ خۆشە پێچەوانەی کورد,negative
لە ئێرانی دراوسێیان ڕۆژانە خەڵک لەبەرچاوی خەڵک لەسێدارە ئەدرێت و ئێوەش 40 ساڵە بە حساب دوژمنی یەکترن بەڵام لەبەرامبەردا ئەمریکا عێراق و یەمەن و سوریا و لوبنانی تەسلیم بەمیحوەری شەڕ کرد ...,negative
ئەی کوا کێیە ئەو کەسە کاک ئاسۆ گیان ناوێ شتێک بێرە,negative
ژینگەی #هەولێر لە مەترسیترین ئاستی تەندروستی دایە. بەردەم کافێیەکان کە ڕۆژانە ملیۆنان دینار قازانج دەکەن خۆڵ و خاشاکیش پیرۆزی نەوەی داهاتوومان بێ. پلاستیک بەوە ناسراوە کە جارێکە بەکارهێنانی بەڵام تا هەتاییە مانەوەی!!,negative
خوشکم نابێ پۆستی وا بکەی کاریگەری بۆ سەر کەسانێک ئەبێڤکە ئەیبینن تۆ هەم خۆو گوناهبار ئەکەی بەو ئاواتەو هەم خەلکیش فێر ئەوە ئەکەی ڕەشبین بن,negative
حیزبەکەمان نەیانتوانیوە و ناشتوانن ئیرادەی حیزبی دێموکرات و خۆڕاگریی شکۆمەندانەی پێشمەرگەکانی بەچۆکدا بێنن تەنانەت لە داهاتوودا و ئەوکاتەی بە مافەکانیشمان گەیشتووین، بۆ پاراستنی دەسکەوتەکانی خەباتی نەتەوایەتیمان هەردەبێ پشت بە هێزی پێشمەرگە ببەستین,negative
خۆی بێ ڕەحمم ڕاستەکەی، بەڵام هەر ڕاست برۆین و واقعی بین سزا لە هەموو دنیایا هەیە هەر شوێنەو بە جۆرێک. مەگەر وانییە؟,negative
ئەی پیاوەکە کوا کە زینای لەگەڵ کردووە ؟ یان بەس تەسویری ئافرەتەکە پشان ئەیەن ؟,negative
تۆ قسە دەکەی هاوار دەکەی لەناو خەڵک دەڵەی پ ک ک زوڵمی لێ کردوی دەی دەبێ بەڵگەکەشت نیشان بدەی دەنا خەڵک چۆن باوەڕ پکات تۆ ڕاست دەکەی و بۆ فیتنە و دوبەرەکی ساز کردن قسە ناکەیت؟,negative
بڵێ تێی هەڵناهێنێ وەزعەکە شڕە خخ,negative
عەمڕت نەمێنێ حەسەن ، چت لەو کچەی ما کرد ، ڕۆت وەک بنی قابلەمە ڕەش بی,negative
مردممممم وتی ئەمشەو دوان سیانێ دایکی یەکەگێن بە فیشەک لەسەری,negative
من جاران تاڤگەیەکی هێندە بێدەنگ بووم هەمیشە نازەنین بە دیار دڵۆپەکانمەوە دادەنیشت کەچی ئێستا هێندە تووڕەم جەهەنمیش نایەوێت لەخۆیم بگرێت,negative
کوبراکە مارەکەی گەستووە ،مارەکەش کوبراکەی گوشیوە! کوبرا بەخنکان مردو مارەکەش بەژەهر! هیچ کامیان براوە نەبوون! ئەوانەی لەیەک بنەچەن، یەک ماڵو زمانو میللەتن ،یەک خوێنن ئەوان بران هەرکات ناکۆکییان تووشبوو و چونه ناو کێبڕکێ،هیچکامیان نایبەنەوە هەمووان دۆڕاون.,negative
جاران کچێ تەسەڕوفاتی کوڕانەی بنۆانایە زۆر ناشرین بو نازانم بۆ ئێسا خۆ کچ ئەڵێن یەع لە پیاۆی ژنانی. دە یەع لە کچی کوڕانی یاری ئیشی ئێوە نیە,negative
سێ کەس بە هۆی کۆرۆناوە گیانیان لە دەست دا,negative
مرۆڤ تاکە بونەوەرە لەسەر زەوی کە خوا دروستی کردبێ بە ئازار دانی کەسی بەرام بەری دڵخۆشبێت.,negative
ئەشڵێ هاک، کەس وەک تۆ پۆستی بێ مانا ناکا,negative
ئەوەندە وەزعەکە ئاڵۆز و قۆڕە کە بێزم لێ دێتەوە. هەر چەند من زۆر پێشتریش ئاماژەم بە درۆ بوونی ئەم دۆخە کرد. شۆرشێک بوونی نییە. هەر لە سەرەتاوە شۆڕشێک نەبوو. سیا بازی بوو. کورد دیسان بوو بە قوربانی.,negative
بەبڕوای من ئەوە ڕەواییدان، ئاوبەئاشی دوژمنداکردن و بە #ئاسایینیشاندانی ئەو دیاردە زێدە قێزەوەنەی داگیرکەرە کە بەسەر گەلەکەمانیدا سەپاندووە. خاوەنی ئەو براندە هەرە ناشیرنەی جیهان دەبێ ئەمە بوەستێنێ.,negative
بەشێک لەڕێکخراوەکانی بواری ئەنفال بەیاننامەیەکی ناڕەزایەتیان خوێندەوە دژی حکومەتی هەرێم و وەزارەتی شەهیدان و ئەنفالکراوان، کە بڕی 378،600 یۆرۆی بەچوار قۆناغ بۆ دوو ڕێکخراو تەرخان کردوە بۆ بە جینۆساید ناساندنی کەیسی ئەنفال,negative
ئەم هەواڵە ڕاستە؟! یا ئۆینێکی دیە دەیگێڕن؟ هیوادارم ڕاست نەبێ.,negative
هاووڵاتییەکی کورد لە قەزوێن لەسێدارە درا,negative
کەس نابێ وایان پێ بلێ ئەوانە شۆرش گێری ئەو خاکەن لاقیان ماچ دەکەم بەلام ئەرتەشی تەواوی دنیاشت هەبێ ئیستراتیژیت نەبێ مەحکوم بە شکەستی,negative
یەکێتی پارتێکی هەڵوەشاوەیە کە سەرکردەیەکی ڕاستەقینەی نییە، دەیانەوێت بەشێک لە کوردستان کۆنترۆڵ بکەن و بەبێ یاسا و بێ ڕێکوپێکی سەرکردایەتی بکەن. سەیرە هەموو شەقامێکی سلێمانی فەرماندەی سەربازی هەیە! سترسەرۆکوەزیرانی ، سەرۆک و فەرماندەی سەرجەم ناوچەکانی کوردستانە.,negative
لێبوردنی نێونەتەویی شوناسی 44 منداڵی کە لە خۆپیشاندانەکانی ئێران کوژراون، بە دیکۆمێنت کرد,negative
لێم گەرێ عاتیفە بەسەرم زالە حالیەن.,negative
گرووپی تیرۆریستی #داعش بە بڵاوکردنەوەی بەیاننامەیەک، بەرپرسیارێتی هێرشە تیرۆریستییەکانی سەر باڵیۆزخانەی #پاکستان لە #کابوڵ و تەقینەوەی ئەم دواییەی جەلالئابادی لە ئەستۆ گرت. #ئەفغانستان #هەواڵ #تالیبان,negative
ئەوە پژمیوە .. ئەبێ کچە بۆی بنوسێ یرحمک اللە,negative
سنە؛ ناچار کردنی هاووڵاتییەک بۆ دانپێدانانی زۆرە ملی بە زەبری ئەشکەنجە,negative
ئیرادەی جەماوەر(توده) واتە ئیرادەی زۆرینە. دەتوانن پێم بڵێن کێشەت لەگەڵ چەپ چییە؟ ئێستا باسی لینین و ستالینم پێ مەڵێ ، مەبەستم لە بیرۆکەکە چییە؟,negative
بڕیار درا جنێو دان بو منی وێرانە مال حەقە چار نیه ئەکینا مێشکم تێک ئەچێت وازم لێ بێنن,negative
نا بە داخەوە دەستە شکاوین، لاقیشمان شکاوە، دەنا دەڕۆیشتێنە دەرێ یانی میلۆنێک بچنە بەر دەرکای زیندان، دەتوانن ئێعدامی کەن؟؟؟ پەکوووووو چەندە ناخۆشە ئەو وەزعە,negative
یەعنی من ئەبێ 4 ساڵی تر چاوەڕێکەم بۆ سێرکردنی ستێرلینگو ڤینیسۆس تڕحێو,negative
لە یەک ڕۆژدا 10 منداڵی کورد لەلایەن هێزەکانی ئێرانەوە ڕفێندران,negative
یاع چەند بێ ئەقڵی، هیچ لەبارەی مێژوو نازانی و فڵتە فڵتیش دەکەیت. زۆر ناڵێم تەنها بڕۆ دەربارەی ڕێکەوتنامەی ئەنقەرە بخوێنەوە و تەواو. پاشان گۆرانی لای هەرکەس حەرام بێت لای ئیخوان حەرام نەبووە، بەنموونە ان اللە جمیل و یحب الجمال، مەگەر ئەوەی خودی وشەکان خراپ بن.,negative
بەهەشت خۆشترە بەڵام لەسەر دونیا بوایە هەر مناڵێ ڕوی تێکردبا دایک و باوکی حاشایان لێئەکرد,negative
کوژرانی دوو کەس لە گوندەواری ڕۆژهەڵاتی دەرعا,negative
توخوا واز بێنن لەو قسانە، ئەوان کەمیان شوتی لە بن هەنگلی کوردان نا؟ دەی با ئەمش کەمێک پێیان هەلبلەین تا دەیروخێنن.,negative
جەستەم لە ژوورەکەم نێژراوە و شەقامەکان بەسەر جەستەمدا تێدەپەڕن,negative
من ئەو شتە کە ڕاس بێ پیرۆزی ئەکەم ئەو شتەش کە بزانم هەڵەیە لە ناو پای ئەدەم,negative
نازانم نە دەکرێ لێیان قبووڵ کەی نە دەکرێ لە بەرامبەر و لە حاستیاندا ڕاوەستی... تەنیا ئاگاتان لە یەکتر بێ,negative
بۆیە داوای لێبوردن دەکەم چونکە قضاوەتەکەم دروست نەبوو... بە هەمان شێوە بەشێک لە بەرەی کورد هەڵە و چەواشەکارین... لە ئێستادا باسی کوردستان و کوردبوون دەکەن، بەڵام ئەوان دژی دوو هەشتەگی فلای زونن بۆ ڕۆژئاوا، ئەوە دەردەخات کە ئێمە چەندە ناعەقڵانیین بێ مەنطقیم...,negative
مێهدی کەرەمی ، کاراتا کارە ، ئەویش وەک موحسین شکاری لەلایەن جمهوری ئیسلامی حوکمی ئێعدامی بەسەردا سەپاوە ، ئەو تەمەنی تەنها 22ساڵە ، ژیانی لە مەترسی دایە ، تکایە دەنگی ئەو بن. #مهدی_کرمی #اسرای_گمنام #محسن_شکاری,negative
لە کۆمەڵگایەک دەژیم ڕێزگرتنی زۆر دەبێتە هۆی کۆیلە بونت …. #شاهین,negative
#کوردستان قوربانی چریکەی ئازادیخوازانەی پڕ لە ئازارت بم,negative
وای هیلاک و ماندوو کردووم باسی کورد وگەل ئێستە کاکۆڵ و کەزێ وپرچم نەبێ،لێی نادوێم. بەیانیتان باش گەلۆ,negative
ڕۆڵە ی ئاگرۆ خۆینین تۆڵە ی شە هید ئە ستینین,negative
ڕژاونەتە ماڵێیان، لە ماڵیش نەبوونە، دەرکەو پەنجەرەیان هەموو شکاندوون چوونەتە ئاشپزخانە چی شتی خواردەمەنی لێبووە بە گۆڕێیان وەرکردووە قەند برنج نیسک هەموو شتەک دواییش ئاویان لەسەر وڵاتی بەرداوە و هەموو شتیان خوساندووە و لەبەین بردووە #ڕەنجەکانی_شۆڕش,negative
دادگەی شۆڕشی ورمێ سزای لەسێدارەدانی بەسەر شەش دەستبەسەرکراوی خۆپێشاندانەکانی شاری شنۆدا سەپاند. بەپێی ڕاپۆرتی ناوەندەکانی هەواڵ شەش لاوی شاری شنۆ بە هۆکاری بەشداریکردنیان لە خۆپێشاندان، لە دادگەی شۆڕشی ورمێ بە لەسێدارەدان سزادراون.,negative
ئەو تاجی بانگتان قورسە.بۆیە لەجیاتی ئەوەی لە بارگرانی تاجەکە بڕوانینو بڵێم خەمبارم تێدەکۆشم دەمەوێ نیشانی بدەم کە چۆن بەرەنگاری ئەو چارەنووسەم دەبمەوە.,negative
نا من،خۆشم لە چەک نایێ ئەوتر باشترە,negative
هەمووو داخی ئەوەمانە بەلال ڕاپەرین زۆری دەوێ تا سەرکەوێ ئازاددەبین,negative
خۆش نییە، لە بەهەشت گوێی لێ ئەگرم,negative
نانا خەمت نەبێت دڵم ئەوەندەی بەبەرەوە نەماوە توشی دەردی ئاوای بکەم ڕەنگە ترپەکانی خاو بوبێتەوە,negative
با ئەرجەتین بدۆڕێ چش با هەر بکەوم بە دەما,negative
تاران زۆر خستمانه ی دواو.به ڵام زۆریان هه یه هه ڕ خه ڕیکن.تاران بازار یه کانی شێواندویانه،ئه بی قه بولیش که ین تاران زۆری فه ڕقه،43 ساڵ ئیران بۆ تاران کار ئه کات.,negative
هیچ زهنییەتێکی ئایینی هێندەی سەرمایەداری شەڕ، فشار و چەوسانەوەی لەگەڵ خۆی نەهێناوە. هیچ کۆمەڵگایەک بە ئەندازەی زهنی تاکی کۆمەڵگای سەرمایەداری، تاکی نا بەرپرسیار، ئالوودەی قازانج، زۆردار، کۆمەڵکوژ، توێنەرەوە و دیکتاتۆری نەئافراندووە. مانیفستۆی شارستانی دیموکراتیک بەرگی دووهەم,negative
تۆڵەی خوێن خوێنە پاداشتی جاشیش تێهەڵدان و تۆپاندنە.. زۆر کەم ڕێکەوتوە ئەو جاشانە سزای ئەو خیانەت و خۆفرۆشیە وەربگرن، تەنانەت لەدوای ڕاپەڕینی 1991یش لەبری ئەوەی دادگایەکیان بۆ دابنرێت بەر لێبوردنێکی زۆر ناجۆر کەوتن و دواتریش ڕۆڵی زۆر خراپیان لە شەڕی ناوخۆی حزبە کوردیەکاندا گێڕا!,negative
"کارەسات ئەوەیە بە خۆشمان نازانین "" کاتێک فکرە و زیرەکی هەبوو پارە و سیقە کۆدەبێتەوە، شەهادەکەت بە دیوارەوەیە و دەرەجەش لەسەر کارتەکەت لە ناو تەنەکەی خۆڵە "" ئیتر ئەو طڕە طڕەی بۆ چیە",negative
چایا خۆ بۆ دەمەکێ درێژ نە هێلە، دا پاش نە زڤری و بێژی بوچی چایا من ساربوویە ;),negative
کەموکورتی لە پاراستنی ئەو منداڵانەدا هەیە کە بەزۆر دەبرێنە دەرەوەی سوید,negative
تۆ کوردی بە کوردی بنووسە. من فارسی نازانم. بەڵام دیارە تۆش تێنەگەیشتووی!,negative
هیوادارم لەدوای وی کەسێکی باشتر لەو بناسی دلخۆش کات,negative
ئەمە تاوان #ناوەندی_هاوکەری_ئەحزاب بوو کە پەیتا پەیتا بەیانییەی داخستنی دووکان و بازاریان دەدا و هێشتاش خەریکن گەلی ئێمە ئەکەن بە قوربانی ناوەند. ئەمان هێشتا نەیانتوانیوە شرۆڤەیەکی باشیان لە سەر دۆخەکەی ئێستا و خوازیارییەکانی ناوەند و ئێمە بێت. من هێشتا لەو توییتەی هێجری نەگەییم.,negative
جا سەرۆک کۆمار چووە بۆ دووکانەکەی خۆ داماو ناتوانێ دەری بکات یان بەدژی قسەبکات چوونکە توێخیان دائەماڵی.ئەوانەشی کە لۆمەی ئەکەن زۆربەیان هەروەک ئەو بەپیرییەوە ئەچۆن.,negative
بەداخەوە حیزبەکانمان لاوازیان زۆرە دەبێ چارە بکرێن. تا چارە نەبن ناتوانن,negative
ئەرجەنتین نەیبردایتەوە ئەمشەو بیرم لە خۆکوشتن ئەکردەوە ئەزیزان.,negative
قسەی دڵت کردم حەقە پیستی قایش لی دروست کەین,negative
یانێ چە؟ من دڵنیا نیەم قاتڵ بوو وەلێ یە خەوەر سێ ساڵ پیشه,negative
جیاوازیەکە ڕونە ها.! +کۆبونەوەیەک بۆ بنیادنان -کۆبونەوەیەک بۆ تاڵانی و ڕاو و ڕووت! +کۆبونەوەیەک پڕ لە ئەتەکیەت و دیبلۆماسیەت -کۆبونەوەیەک ئاخنراو بە چەتەگەری و بەربەریەت بەخێربین بۆ سەردەمی جیاوازییە زۆرەکان...,negative
هێرش و داگیرکاریەکانی دەوڵەتی تورکیا لە باشور بەهۆی بۆردوومانی فڕۆکە جەنگیەکانی تورکیا ژمارەیەک هاوڵاتی لە شارباژێر شەهید و بریندار بوون,negative
"بافڵ تاڵەبانی: من تۆمەتبار دەکرێم بەوەی کە دەمەوێت حکومەتی هەرێم بڕوخێنم، من ئەگەر بمویستایە لە ماوەی پێنج خولەکدا ئەو کارەم دەکرد تەنیا بە وتنی ئەوەی کە، ""با یەکێتی بێتەدەرەوە لە حکومەت"".",negative
ڕاپەڕیوی ئێران لەلایەن هێزە سەرکوتکەرەکانەوە لەماوەی سێ مانگی ڕابردوودا، نووسیویەتی: سەرەڕای سەرکوتی خوێناوی لەلایەن هێزە چەکدارەکانی ڕێژیمەوە، هەر ڕۆژ خۆپیشاندانەکان زیاتر پەرە دەستێنێت و خەڵک زیاتر ڕووبەڕووی ئەو ڕێژیمە دەبنەوە. #ژن_ژیان_ئازادی,negative
وەڵڵا خاڵۆ زۆر ناخۆشە تۆ خوێن بدەی و هەندێک کەس قاوە بخۆنەوە و پێت بڵەن تەجزیەتەڵەب و قەومی ئێتنیکی و...,negative
هەر ئازایەتیش نییه ئیوایه توانای کۆکردنەوەی خەڵکی هەیه,negative
تورک و فارسیش هەروەهان پیس و گڵاو وڕەگەزپەرست,negative
ئۆتۆمبێلێکی سوپای تورکیا لە ئەتاریب، سوریا بەسەر ژن و منداڵێکدا ڕۆیشت و هەر دووکی کوشت. خەڵکی توڕە ماشێنەکە بەر بەرد دەدەن... مانگی پێشووش ماشێنێکی سوپای تورکیا لە سەریکانی ڕۆژئاوای کوردستان منداڵێکی بەرخۆی دا و کوشتی.,negative
لە ئەنقەرە سەرۆکی پارتێکی سیاسی درایە بەر چەقۆ,negative
ئەڕا؟؟؟؟ چۊ مردێیە؟ وە خاتر شکەنجە؟,negative
باشە ئێوە چ شتێکوو ڕسیوە کە کاک نەجمە کردویەتە بە خوری؟! زۆر ناسک بینانەیە کە وا هەست دەکەن ئێمەی ڕۆژهەلاتی بە تەنیا دەتوانینن لەژێر ناوی ئێران بێینە دەرێ یا دبێ سێ پارچەکەی دیکەن دەگەڵ بێ یا دەبێ دەگەڵ ئێران بین(فێدڕال یان کۆنفێدڕال) زۆر تاڵە بەڵام ڕاستییە,negative
بێچارەن بەزەییم پێیان دادێ، خەتای خۆشیان نێ جەریانە سیاسی و میدیاکانیان مێشک پوچەڵن,negative
ئەوەندەم شایی پێتانە حەدی نێ بە قوربانی هەمووتان بم,negative
ئاهی من بتگرێ ئاهێک کە پڕیەتی لە خەم، لە ئازار,negative
گه شبینی یانی له دوزه خ بسوتئت و ئومێدت بە دەرچوون هەبێت شڤان ئەحمەد,negative
2_ ژنانی ئێرانی داناوە و توانایی تێگەیشتن لەو خاڵەیشی نییە 3_ هێرش دەکاتە سەر ئێران-ئینتەرناشناڵ کە بۆچی نای زارا و ڕۆیای نەهێناوە 4_ئەقڵی بەوە ناشکێت هەر لەو لیستەدا ڕۆزا ساڵح و نیگار مارف-یش ناویان هاتووە و ئەوانیش کوردستانین 5- دڵی پڕ دەبێ و گلەیی دەکات(ئەی کوا زارا؟),negative
یەک جوڵەی هەڵە هەمووان حوکمت ئەدەن..,negative
بادیگاردیان بۆ دانیاگە، چەکی هەس. دەی ئەشێ بیترسنن خەڵکی خۆمان بێ چەک چۆن بیترسنێ؟,negative
هەم تێروریستن هەم نەدیوبدی! هەر جارەی حەملە بۆ قشرێک دەکەن. هوونەرمەند و گرافیستە دیارەکان ئەوندەیان شاگردی چاک هەیە تا دوای گیرانی خۆشیان وڵات بە کارەکانیان ڕەنگین کەن. #ژینا,negative
بەس لەبەر ئەوەی هەیە مانای ئەوە نییە چاک نییە ئەم کچە دوو سبەی ئەبێتە دایکومناڵ پەروەردە ئەکات ئەو کاتە کاریگەرییەکەی ئەبینی! هیچ شازی و جوانیەک لەم زمان تێکەڵکردنەیا نییە,negative
لە ترسیشدا لە سێدارەمان دەدەن :),negative
بەداخەوە باگم لە سەرە وگرنا دمەۆە لە سەر سنە قسە بکەم,negative
وەڵڵا درۆ دەکا .شەریکی دزە و ڕەفیقی قافڵە ئەو سەگبابە,negative
هەتا کۆماری ئیسلامی دژی مرۆڤایەتی هەبێت چارەنووسی گەلانی دانیشتووی ئێران لەوە باشتر نابێت,negative
بەیانییەک لە تۆڵەی ئەو هەموو کۆست و مەرگە! داروبەردی ئەم وڵاتە، لێیان دەبێ بە پێشمەرگە!,negative
شەرم لە گیانی شەهیدان بکەن ڕێگامان بۆ کوردستان,negative
زمانی ئینگلیزی هەستی تێدا نیە بۆیە گۆرانیەکانیشیان هەستیان تێدا نیە و هەمووی دووبارەن,negative
بەو لەشی تۆ دەبوو ڕانێ بدزی ماڵت نەرمێ خۆ ماشینێکی 405 ببەم 40 سەر مێ و پەز و بزن ئەدزم بڵێ کابرایە بەخشی پێم,negative
ئەو عالەمە لۆ چاوی پێ هەرنایە مارۆدان,negative
کوردی قسە دەکرێت ئەوە یەک، دواتر تۆ زۆر چاکت دەناسم درۆ زنی ساختەچی، حەدی ئەوەت نیە لەگەڵ ئێمە قسە بکەی، هەیەجانی لایک و فاڵۆی تویتێر لە قوڕێت دەنێ وا مەکە.,negative
نا قسەی من ڕوو بە کوردستان نیە کورد بەشی خۆیی داوە مەبەستم تارانە و مەرکەز کە فەقەت کە قسە ئازان کەمکارن بۆ دەبێ دوایی سێ مانگ هیچیان نەکردبێ ئەگەر هەموو تاران بەقەدرا اکباتان ئازابا ئەو ڕژیمە ڕوخابوو,negative
بەداخەوە ، قودرەت تەڵەبیو تەمەع مرۆڤەکان لە هەدەفو بەڵێنەکانیان دوور دەخاتەوە,negative
بەڕای من ئە وە باش نیە گیانە,negative
ناڕۆشنبیری گەوجاندنی تاک لە دەستەمۆکردن و بەکۆیلەکردنیان لە لایەن پارتەخێڵەکیکانەوە کارەساتی ترسناکی دروستکردووەلەکوردستان ، چەند نەوەی کردووە بەڕۆبۆت !,negative
سینا شەریف پوور بە ناوی ڕێکخستنی سەردار ڕۆژهەڵات خەڵکی شاری دیواندەرەی ڕۆژهەڵاتی کوردستانە. لە 10ی کانوونی 2022 لە سنوری مەتیناو لە بەرخودانێکی مێژوویی لەدژی دوژمنی گەلی کورد و دوای سزادانی ژمارەیەکی زۆر سەربازی داگیرکەر شەهید بوو. #بژی_بەرخۆدانی_گەریلا,negative
ئایدۆلۆجیای جێندەر ، جەنگێکە کە بەتوندی ڕووبەرووی دەبینەوە ئیستا بەبەهێزی بەرەنگاری دەبینەوە یان لەداهاتووی نزیکدا بەپەرتەوازەیی و لاوازی ئەو شەرە بکەین؟ دوای ئەوەی دەیان هەزار گەرا و تۆویان لەناوماندا ناشت لەڕێگەی #ئەولادی_سەفارەت وە ؟ ئینسانی عاقڵ ئێستا ئەم شەڕە دەکات,negative
ڕوویان ڕەش بێ وەکو مەیمان بۆ پارە و پول هەڵدەخەنەوە...گەر زەڕەیەک هەستیان هەبوایە شەرمیان لە فرمێسکی منداڵە نازشێواوەکانی گیانبەختکردووان دەکرد.,negative
هیوادارم نەک قورس زۆر قورس بێ، بەرگەی گریانی مێسیش ناگرمممم,negative
بڕوام بە شەڕی چەکداری نییە لە کوردستان. پێموایە دەبێ شەڕ دە ماڵی فارس باوێین! فارس هیچ دەرکێکێ لە ئاوارەیی و وێرانی نییە، دەبێ خەڵکی مەدەنی لە وێ تێ بگا لێرە چ ڕوو دەدا.,negative
ئەری بەخوا دونیا هێندە ناهێنی کەس بریندار کەیت,negative
کتێبی دزی هەر بۆ ئەوە یەتی بی فرۆشێتەوە و پارە پەیا بکا جا چەن ئاگادارت بێت کەمە,negative
برانەڕۆ کە ڕقی لەوەبوو خەڵک بە شتی بزانێ,negative
سەرم سفر کەم ئیسراحەتە بەم زستانە بێکارەباییە,negative
ئاڵای ئێوە و هەژاری و نەداری خەڵکی! لە دەستدانی زیاتر لە نیوەی خاکی باشوور بەهۆی گەمژەیی مامتەوە! لە ڕووتان دێت دەرکەون خیانەتکارانی مێژوو؟! خەڵکی چاوەڕێی دەرفەتێکە بۆ ڕاماڵینتان!,negative
ئەوجا وەرە ئێستا جەماعەتی تێبگەیەنی ئەوە تۆپانێیە فتوحات نییە.,negative
ئەم قەیسەری نەقیبە نەبێ من چی بکەم,negative
ئەوەی دەیگوت، نەیدەگوتەوە! هیچ ڕستەیەکی لەگەڵ ڕستەی دواتری یەکی نەدەگرتەوە. :),negative
ناوەند وەها خەڵکی پەرتەوازەو لێک دابڕاوە کە هیچ کەسایەتی و ئارمانێک هاوبەشیان نییە. ئەوەی حوکم ئەکات بەرژەوەندی تاکە کەسیەو تەواو. بۆیە زۆر ئەستەمە هاتنە سەر شەقامیان و من پێم وایە ڕەنگە دوواهەمین شار بێت کە جەماوەری زۆر بێنە سەر شەقام. دوواتر لە تەواو شارەکانتر #ژن_ژیان_ئازادی,negative
بارزانی و حزبەکەی پڕۆژەی وێرانکردن و تێکدانی وڵاتن #مەسعود_تێکدەدرێت,negative
کەمێک پێش ئێستا #سنە توندوتیژی هێزەکانی ڕژێمی ئێران #ژینا_امینی #ژن_ژیان_ئازادی,negative
ئین هەمێ شوجاعەترا ئەز کووجا ئاوەردەن عاسمان,negative
ڕیکخراوەی سازمانی ئیسرائیل کورد: پیلانی تیرۆریستی سوپای تیرۆریستی پاسداران لە ئەمەر...,negative
لە سیستەمە ئایدئولوژی و دیکتاتورەکان چەواشەکاری و ترساندن لە ڕێگای میدیاوە ڕۆڵی سەرکە دەگێڕێ ، کە ئەوە نیشانەی ئەوەیە کە کۆمەڵگایەکی خەسێندرا و گەمژە ڕاهێندراو بوونی هەیە ، کە ئەم جۆرە سیاسەتەی میدیای دەوڵەت کاریگەری هەیە . ڕەژیمی #سووریا ، #پەکەکە ، #ئێران ، سەردەمی #ستالین,negative
ئەدی ئەگەر ئەوەندە ڕقت لێن ئەو ناوە چییە داتناوە؟ ئەوەی ژن ژیان ئازادی خولقاند هەر ئەو سەرۆکەیە کە ئێستا لەپێناو ئازادی نەتەوەیەکدا لە زیندانە. خۆم پێ کەم بایە مێردێکم دەدۆزیەوە و تەنیا منداڵم دروست دەکردن. بەڵام دەزانم کچان و ژنانی کوردستان زۆر لەوە ئازاترن.,negative
سنە#حەسەن ئاوا # شەهیدی تازەی گەلەکەمان هوومەن عەبدوڵای کە بە تەقەی ڕاستەوخۆی هێزە دژی گەلیەکانی کۆماری پەت و سێدارە گەیشتە کاروانی نەمرانەوە,negative
ئەم بێشەرفە لەبیری چووە ڕۆژی دانشجو ڕوژی جنایتی باوکە بیشەرفەکەیەتی ئیستاش بوەتە ڕوژی سەرهەڵدان بە دژی مەلای بێشەرف.. وادەزانێت خەڵک جنایتی باۆکە بێشەرفەکەیی لەبیرچووەتەوە,negative
ئەوەی لەدەست ڕۆی کەهەوڵت نەدابۆی مافی ئەوەشت نیە خەمی بۆبخۆی,negative
بەداخەوە بەریز من لەو قسانە تێناگەم هههه,negative
